/* DATA DESCRIPTION:
Citation:	Cozar Cabañas, Andres; Sanz-Martín, Marina; Martí, Elisa; Ignacio González-Gordillo, J; Ubeda, Bárbara; Gálvez, José Á; Irigoien, Xabier; Duarte, Carlos Manuel (2015): Concentrations of floating plastic debris in the Mediterranean Sea measured during MedSeA-2013 cruise [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.842054, 
	Supplement to: Cozar Cabañas, A et al. (2015): Plastic Accumulation in the Mediterranean Sea. PLoS ONE, 10(4), e0121762, https://doi.org/10.1371/journal.pone.0121762.s002
Abstract:	Floating plastic debris sampled in surface waters of the Mediterranean Sea in May 2013 on board the Spanish R/V Angeles Alvariño. Geographical coordinates and dates of sampling are available in the dataset. Surface plastic concentrations derived from net tows were adjusted in relation to wind speed following the vertical-distribution model proposed by Kukulta et al. (2012, doi:10.1029/2012GL051116).
Project(s):	Mediterranean Sea Acidification in a Changing Climate (MedSeA) (URI: http://medsea-project.eu/)
Funding:	Seventh Framework Programme of the European Commission (FP7), grant/award no. 265103: Mediterranean Sea Acidification in a Changing Climate (URI: https://cordis.europa.eu/project/id/265103)
Coverage:	MEDIAN LATITUDE: 37.557949 * MEDIAN LONGITUDE: 11.928718 * SOUTH-BOUND LATITUDE: 33.090000 * WEST-BOUND LONGITUDE: -6.650000 * NORTH-BOUND LATITUDE: 41.840000 * EAST-BOUND LONGITUDE: 33.230000
	DATE/TIME START: 2013-05-03T01:15:00 * DATE/TIME END: 2013-05-31T22:41:00
	MINIMUM DEPTH, water: 0.2 m * MAXIMUM DEPTH, water: 0.2 m
Event(s):	MedSeA2013/1_46 * LATITUDE: 36.030000 * LONGITUDE: -6.650000 * DATE/TIME: 2013-05-03T01:15:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_47 * LATITUDE: 35.950000 * LONGITUDE: -5.550000 * DATE/TIME: 2013-05-04T13:49:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_48 * LATITUDE: 36.120000 * LONGITUDE: -4.190000 * DATE/TIME: 2013-05-04T17:28:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_49 * LATITUDE: 36.120000 * LONGITUDE: -4.180000 * DATE/TIME: 2013-05-05T23:46:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_50 * LATITUDE: 36.450000 * LONGITUDE: -1.890000 * DATE/TIME: 2013-05-05T11:53:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_51 * LATITUDE: 37.240000 * LONGITUDE: -1.250000 * DATE/TIME: 2013-05-05T19:51:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_52 * LATITUDE: 37.570000 * LONGITUDE: 0.980000 * DATE/TIME: 2013-05-06T15:48:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_53 * LATITUDE: 37.490000 * LONGITUDE: 1.450000 * DATE/TIME: 2013-05-07T07:33:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_54 * LATITUDE: 38.530000 * LONGITUDE: 5.560000 * DATE/TIME: 2013-05-08T12:45:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_55 * LATITUDE: 38.520000 * LONGITUDE: 5.560000 * DATE/TIME: 2013-05-08T19:37:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_56 * LATITUDE: 38.270000 * LONGITUDE: 8.690000 * DATE/TIME: 2013-05-09T20:14:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_57 * LATITUDE: 37.120000 * LONGITUDE: 12.680000 * DATE/TIME: 2013-05-10T18:38:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_58 * LATITUDE: 37.040000 * LONGITUDE: 13.180000 * DATE/TIME: 2013-05-11T00:52:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_59 * LATITUDE: 36.040000 * LONGITUDE: 15.230000 * DATE/TIME: 2013-05-11T16:02:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_60 * LATITUDE: 35.120000 * LONGITUDE: 18.290000 * DATE/TIME: 2013-05-12T12:11:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_61 * LATITUDE: 34.890000 * LONGITUDE: 18.550000 * DATE/TIME: 2013-05-13T22:29:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_62 * LATITUDE: 33.500000 * LONGITUDE: 28.000000 * DATE/TIME: 2013-05-15T13:27:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_63 * LATITUDE: 33.470000 * LONGITUDE: 28.080000 * DATE/TIME: 2013-05-15T19:57:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_64 * LATITUDE: 33.090000 * LONGITUDE: 31.760000 * DATE/TIME: 2013-05-16T16:39:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_65 * LATITUDE: 33.220000 * LONGITUDE: 31.980000 * DATE/TIME: 2013-05-17T03:45:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/1_66 * LATITUDE: 34.230000 * LONGITUDE: 33.230000 * DATE/TIME: 2013-05-17T16:46:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/1 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_75 * LATITUDE: 35.380000 * LONGITUDE: 25.470000 * DATE/TIME: 2013-05-19T08:11:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_76 * LATITUDE: 35.700000 * LONGITUDE: 23.420000 * DATE/TIME: 2013-05-21T06:40:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_77 * LATITUDE: 36.400000 * LONGITUDE: 20.810000 * DATE/TIME: 2013-05-21T20:17:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_78 * LATITUDE: 41.840000 * LONGITUDE: 17.250000 * DATE/TIME: 2013-05-23T15:34:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_79 * LATITUDE: 40.230000 * LONGITUDE: 18.830000 * DATE/TIME: 2013-05-25T00:30:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_80 * LATITUDE: 39.070000 * LONGITUDE: 18.700000 * DATE/TIME: 2013-05-25T09:00:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_81 * LATITUDE: 37.800000 * LONGITUDE: 18.510000 * DATE/TIME: 2013-05-25T20:56:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_82 * LATITUDE: 37.820000 * LONGITUDE: 15.500000 * DATE/TIME: 2013-05-26T09:09:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_83 * LATITUDE: 38.850000 * LONGITUDE: 14.890000 * DATE/TIME: 2013-05-27T22:23:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_84 * LATITUDE: 39.830000 * LONGITUDE: 12.510000 * DATE/TIME: 2013-05-27T13:53:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_85 * LATITUDE: 39.820000 * LONGITUDE: 12.530000 * DATE/TIME: 2013-05-27T22:10:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_86 * LATITUDE: 41.330000 * LONGITUDE: 7.450000 * DATE/TIME: 2013-05-29T03:56:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_87 * LATITUDE: 41.310000 * LONGITUDE: 5.660000 * DATE/TIME: 2013-05-29T16:30:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_88 * LATITUDE: 41.320000 * LONGITUDE: 5.660000 * DATE/TIME: 2013-05-29T20:25:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_89 * LATITUDE: 40.070000 * LONGITUDE: 5.950000 * DATE/TIME: 2013-05-30T10:57:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_90 * LATITUDE: 40.080000 * LONGITUDE: 5.930000 * DATE/TIME: 2013-05-30T19:30:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_91 * LATITUDE: 40.950000 * LONGITUDE: 3.320000 * DATE/TIME: 2013-05-31T14:30:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
	MedSeA2013/2_92 * LATITUDE: 40.950000 * LONGITUDE: 3.320000 * DATE/TIME: 2013-05-31T22:41:00 * LOCATION: Mediterranean Sea * CAMPAIGN: MedSeA2013/2 * BASIS: Angeles Alvarino * METHOD/DEVICE: Neuston net (NEU)
Parameter(s):	Event label (Event)
	Latitude of event (Latitude)
	Longitude of event (Longitude)
	Date/Time of event (Date/Time)
	Depth, top/min [m] (Depth top) * PI: Cozar Cabañas, Andres (andres.cozar@uca.es)
	Depth, bottom/max [m] (Depth bot) * PI: Cozar Cabañas, Andres (andres.cozar@uca.es)
	DEPTH, water [m] (Depth water) * GEOCODE
	Plastic concentration, non wind adjusted [g/km**2] (Plastic conc no wind) * PI: Cozar Cabañas, Andres (andres.cozar@uca.es)
	Plastic concentration, wind adjusted [g/km**2] (Plastic conc wind) * PI: Cozar Cabañas, Andres (andres.cozar@uca.es)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	156 data points
*/
Event	Latitude	Longitude	Date/Time	Depth top [m]	Depth bot [m]	Depth water [m]	Plastic conc no wind [g/km**2]	Plastic conc wind [g/km**2]
MedSeA2013/1_46	36.0300	-6.6500	2013-05-03T01:15	0	0.33	0.2	0.5	0.5
MedSeA2013/1_47	35.9500	-5.5500	2013-05-04T13:49	0	0.33	0.2	137.9	159.0
MedSeA2013/1_48	36.1200	-4.1900	2013-05-04T17:28	0	0.33	0.2	1041.2	1041.2
MedSeA2013/1_49	36.1200	-4.1800	2013-05-05T23:46	0	0.33	0.2	98.4	401.3
MedSeA2013/1_50	36.4500	-1.8900	2013-05-05T11:53	0	0.33	0.2	56.2	56.2
MedSeA2013/1_51	37.2400	-1.2500	2013-05-05T19:51	0	0.33	0.2	337.3	580.5
MedSeA2013/1_52	37.5700	0.9800	2013-05-06T15:48	0	0.33	0.2	3622.0	3622.0
MedSeA2013/1_53	37.4900	1.4500	2013-05-07T07:33	0	0.33	0.2	246.3	246.3
MedSeA2013/1_54	38.5300	5.5600	2013-05-08T12:45	0	0.33	0.2	498.5	498.5
MedSeA2013/1_55	38.5200	5.5600	2013-05-08T19:37	0	0.33	0.2	107.7	107.7
MedSeA2013/1_56	38.2700	8.6900	2013-05-09T20:14	0	0.33	0.2	1130.9	1130.9
MedSeA2013/1_57	37.1200	12.6800	2013-05-10T18:38	0	0.33	0.2	4.4	4.4
MedSeA2013/1_58	37.0400	13.1800	2013-05-11T00:52	0	0.33	0.2	28.3	351.9
MedSeA2013/1_59	36.0400	15.2300	2013-05-11T16:02	0	0.33	0.2	44.5	1813.8
MedSeA2013/1_60	35.1200	18.2900	2013-05-12T12:11	0	0.33	0.2	70.5	258.0
MedSeA2013/1_61	34.8900	18.5500	2013-05-13T22:29	0	0.33	0.2	2.8	70.2
MedSeA2013/1_62	33.5000	28.0000	2013-05-15T13:27	0	0.33	0.2	552.6	1290.9
MedSeA2013/1_63	33.4700	28.0800	2013-05-15T19:57	0	0.33	0.2	485.5	553.8
MedSeA2013/1_64	33.0900	31.7600	2013-05-16T16:39	0	0.33	0.2	134.1	134.1
MedSeA2013/1_65	33.2200	31.9800	2013-05-17T03:45	0	0.33	0.2	201.8	201.8
MedSeA2013/1_66	34.2300	33.2300	2013-05-17T16:46	0	0.33	0.2	91.5	420.8
MedSeA2013/2_75	35.3800	25.4700	2013-05-19T08:11	0	0.33	0.2	435.8	435.8
MedSeA2013/2_76	35.7000	23.4200	2013-05-21T06:40	0	0.33	0.2	74.6	74.6
MedSeA2013/2_77	36.4000	20.8100	2013-05-21T20:17	0	0.33	0.2	52.8	52.8
MedSeA2013/2_78	41.8400	17.2500	2013-05-23T15:34	0	0.33	0.2	267.2	267.2
MedSeA2013/2_79	40.2300	18.8300	2013-05-25T00:30	0	0.33	0.2	18.2	114.9
MedSeA2013/2_80	39.0700	18.7000	2013-05-25T09:00	0	0.33	0.2	3.5	60.1
MedSeA2013/2_81	37.8000	18.5100	2013-05-25T20:56	0	0.33	0.2	250.9	308.2
MedSeA2013/2_82	37.8200	15.5000	2013-05-26T09:09	0	0.33	0.2	23.0	23.0
MedSeA2013/2_83	38.8500	14.8900	2013-05-27T22:23	0	0.33	0.2	41.8	41.8
MedSeA2013/2_84	39.8300	12.5100	2013-05-27T13:53	0	0.33	0.2	73.7	80.9
MedSeA2013/2_85	39.8200	12.5300	2013-05-27T22:10	0	0.33	0.2	113.3	124.6
MedSeA2013/2_86	41.3300	7.4500	2013-05-29T03:56	0	0.33	0.2	14.1	76.6
MedSeA2013/2_87	41.3100	5.6600	2013-05-29T16:30	0	0.33	0.2	405.4	1519.6
MedSeA2013/2_88	41.3200	5.6600	2013-05-29T20:25	0	0.33	0.2	304.9	2228.9
MedSeA2013/2_89	40.0700	5.9500	2013-05-30T10:57	0	0.33	0.2	64.3	64.3
MedSeA2013/2_90	40.0800	5.9300	2013-05-30T19:30	0	0.33	0.2	126.3	175.8
MedSeA2013/2_91	40.9500	3.3200	2013-05-31T14:30	0	0.33	0.2	1628.5	1628.5
MedSeA2013/2_92	40.9500	3.3200	2013-05-31T22:41	0	0.33	0.2	135.2	135.2
